date,key,name,AM,PM,ISCS
2021-01-17 0:00,112,인천,결빙 서리,눈 결빙 신적설 적설,ぅ1835-1850. ぅ1920-よりぅ2021-よるぅ2022-らるぅ2032-らりぅ2033-ぅゎ2100-2125. ぅ2215-2310.
2021-01-31 0:00,112,인천,결빙 서리 연무,,て0245-てゎ0300-てゎ0600-0715.
2021-02-09 0:00,112,인천,결빙 서리,서리 결빙,
2021-02-10 0:00,112,인천,서리 결빙 박무,박무 이슬,こ0450-0535. こ0745-こゎ0900-1055. こ1815-こゎ2100-こわ2400-
2021-02-11 0:00,112,인천,이슬 박무 연무,연무 박무 서리,-こ-こわ0300-こわ0600-こわ0900-0955. て0950-てわ1200-てわ1500-てわ1800-2045. こ2040-こわ2100-こゐ2400-
2021-02-12 0:00,112,인천,서리 박무 안개 연무,연무 박무,-こ-こわ0300-よりぐ0420-らりこ0446-こゐ0600-よりぐ0754-らりこ0820-こゐ0900-1015. て1010-てわ1200-てわ1500-てわ1800-てわ2100-2210. こ2205-こゐ2400-
2021-02-13 0:00,112,인천,연무 박무 안개 서리 결빙,연무 박무,て0140-0215. -こ-0145. こ0210-よりぐ0216-らりこ0251-こゐ0300-よりぐ0444-らりこ0546-こゐ0600-よりぐ0649-よるぐ0653-よれぐ0656-よろぐ0657-らろぐ0711-られぐ0712-らるぐ0716-らりこ0743-よりぐ0757-よるぐ0814-よれぐ0819-よろぐ0821-らろぐ0848-られぐ0850-らるぐ0854-ぐゎ0900-よるぐ0906-よれぐ0911-よろぐ0917-らろぐ0940-られぐ0951-らるぐ0954-らりこ0959-1055. て1050-てわ1200-てわ1500-てわ1800-てわ2100-2325. こ2320-こわ2400-
2021-02-16 0:00,112,인천,결빙 서리 눈 가루눈 신적설 적설,결빙 신적설 적설 가루눈 눈,ぅ0930-か1045-よりか1140-かわ1200-らりか1315-ぅ1325-1410.
2021-02-19 0:00,112,인천,결빙 서리,연무 박무,て1805-てゎ2100-2255. こ2250-こゎ2400-
2021-03-02 0:00,112,인천,신적설 적설 박무 눈 결빙,서리,-こ-0045. -ぅ-0055.
2021-03-03 0:00,112,인천,서리 결빙 박무 연무,연무,こ0350-こゎ0600-こゎ0900-0935. て0930-1110. て2110-てゎ2400-
2021-03-08 0:00,112,인천,박무 서리 결빙 연무,연무,こ0020-こゎ0300-こわ0600-こゎ0900-0945. て0940-てゎ1200-1355. て2355-てゎ2400-
2021-03-09 0:00,112,인천,연무 박무 서리,박무 이슬,-て-0035. こ0150-こゎ0300-こゎ0600-こゎ0900-0915. て0910-1050. こ1850-こゎ2100-こわ2400-
2021-03-10 0:00,112,인천,이슬 박무 서리 낮은안개 연무,연무,-こ-こわ0300-こゐ0600-よりづ0846-づゎ0900-らりこ0919-1055. て1050-てわ1200-てゎ1500-てわ1800-てゎ2100-てゐ2400-
2021-03-11 0:00,112,인천,박무 연무 서리,연무,こ0210-こゐ0300-こゐ0600-0820. -て-0215. て0815-てわ0900-てわ1200-てゎ1500-てゎ1800-てゎ2100-てわ2400-
2021-03-30 0:00,112,인천,황사 이슬 서리,황사,-と-とゎ0300-とゎ0600-とゎ0900-とゎ1200-とゎ1500-とゎ1800-とゎ2100-2210.
2021-11-17 0:00,112,인천,이슬 연무 박무 서리,연무,て0515-てゎ0600-0625. こ0620-こゎ0900-0910. て0905-てゎ1200-1310.
2021-11-23 0:00,112,인천,결빙,결빙 눈 서리,ぅ1330-1345. ぅ1415-ぅゎ1500-1620. ぅ1805-1820.
2021-11-24 0:00,112,인천,서리 결빙,ぁ,ぁ1215-1240. ぁ1335-1350.
2021-11-28 0:00,112,인천,연무 서리 결빙,연무,て0450-てゎ0600-0705. て2005-てゎ2100-てゎ2400-
2021-12-02 0:00,112,인천,결빙 서리,ぁ,ぁ1405-1445. ぁ1855-1950.
2021-12-06 0:00,112,인천,연무 서리 결빙,연무,て0330-0410. て0630-0730. て1040-1115. て1210-てゎ1500-1740. て1905-てゎ2100-てゎ2400-
2021-12-08 0:00,112,인천,이슬 박무 서리 연무,연무,こ0505-こゎ0600-こゎ0900-0930. て0925-てゎ1200-1315. て1850-てゎ2100-てゎ2400-
2021-12-09 0:00,112,인천,연무 이슬 서리,연무,-て-てゎ0300-てゎ0600-てゎ0900-0945. て1350-てゎ1500-てゎ1800-1905. て2305-てゎ2400-
2021-12-23 0:00,112,인천,결빙 연무 서리,,て0520-てゎ0600-0630. て0720-てゎ0900-1040.
2021-12-27 0:00,112,인천,결빙,결빙 눈 박무 서리,ぅ1250-ぅゎ1500-1530. こ2350-こゎ2400-
2021-12-28 0:00,112,인천,서리 결빙 박무 연무,연무 결빙 서리,-こ-こゎ0300-こゎ0600-こゎ0900-1035. て1030-1050. て1735-てゎ1800-てゎ2100-てゎ2400-
2021-12-29 0:00,112,인천,서리 결빙 연무 눈 박무,연무 ぁ 결빙,-て-てゎ0300-てゎ0600-0745. ぅ0320-0415. こ0740-こゎ0900-1155. て1150-てゎ1200-1350. て1410-てゎ1500-てわ1800-2025. ぁ1550-1615.
2022-01-01 0:00,112,인천,결빙 서리,결빙,
2022-01-03 0:00,112,인천,결빙 서리,눈 박무 결빙,ぅ1750-ぅゎ1800-2030. こ2330-こゎ2400- ぅ2340-2350.
2022-01-04 0:00,112,인천,결빙 박무 서리,결빙,-こ-0055.
2022-01-07 0:00,112,인천,결빙 연무 서리,결빙,-て-てゎ0300-てゎ0600-てゎ0900-1050.
2022-01-08 0:00,112,인천,서리 결빙 연무,연무,て0840-てゎ0900-1055. て1530-てわ1800-てわ2100-てゐ2400-
2022-01-09 0:00,112,인천,박무 연무 안개 서리 결빙,연무 결빙 서리,こ0020-よりぐ0251-ぐゎ0300-らりこ0533-こゐ0600-こゐ0900-1135. -て-0025. て1130-てわ1200-てわ1500-てわ1800-てわ2100-てわ2400-
2022-01-10 0:00,112,인천,서리 결빙 박무 연무,연무 눈 박무 신적설 적설 결빙,こ0240-こゐ0300-こゐ0600-こゐ0900-1155. -て-0245. て1150-てわ1200-てわ1500-てゎ1800-てゎ2100-2120. ぅ1915-ぅゎ2100-ぅゎ2400- こ2115-こわ2400-
2022-01-17 0:00,112,인천,결빙 서리,눈 결빙 신적설 적설,ぅ1310-ぅゎ1500-1615. ぅ1705-ぅゎ1800-1810.
2022-01-18 0:00,112,인천,결빙,결빙 서리,
2022-01-19 0:00,112,인천,서리 결빙 눈 신적설 적설,신적설 결빙 적설 박무 눈 연무,ぅ0740-ぅゎ0900-ぅゎ1200-ぅゎ1500-1515. こ1240-こわ1500-1640. ぅ1615-1645. ぅ1720-ぅゎ1800-1830. て1815-2010.
2022-01-20 0:00,112,인천,결빙 서리 연무,연무 결빙 서리,て0610-てゎ0900-てゎ1200-1250.
2022-01-21 0:00,112,인천,서리 결빙 연무,연무 결빙 서리,て0505-てゎ0600-てゎ0900-てゎ1200-1320.
2022-01-22 0:00,112,인천,서리 결빙 연무,연무 결빙,て0140-てゎ0300-てゎ0600-てゎ0900-てゎ1200-1210.
2022-01-24 0:00,112,인천,결빙 연무 서리,,-て-てゎ0300-てゎ0600-0725.
2022-01-26 0:00,112,인천,결빙 연무 서리 박무,연무 결빙,-て-てゎ0300-てゎ0600-0610. こ0605-こゎ0900-1055. て1050-てゎ1200-1445. て1515-てゎ1800-1945.
2022-01-27 0:00,112,인천,결빙 연무 서리,결빙 연무,て0105-てゎ0300-てゎ0600-てゎ0900-てゎ1200-てゎ1500-1720.
2022-01-29 0:00,112,인천,결빙 서리,결빙,
2022-01-30 0:00,112,인천,결빙 서리,결빙,
2022-01-31 0:00,112,인천,서리 결빙,눈 신적설 적설 박무 결빙,ぅ2030-ぅゎ2100-よりぅ2108-よるぅ2116-らるぅ2147-よるぅ2157-らるぅ2212-らりぅ2223-2250. こ2230-こゎ2400-
2022-02-04 0:00,112,인천,결빙 서리,결빙 눈,ぅ1510-1610.
2022-02-06 0:00,112,인천,결빙 서리,결빙,
2022-02-07 0:00,112,인천,결빙 서리,결빙,
2022-02-08 0:00,112,인천,결빙 서리 연무,서리 결빙,て0915-1040.
2022-02-09 0:00,112,인천,서리 결빙 박무 연무,연무 결빙,こ0310-こゎ0600-こゎ0900-0945. て0940-てゎ1200-1415.
2022-02-10 0:00,112,인천,결빙 연무 서리,연무 박무 서리 결빙,て0235-てゎ0300-0405. て1810-2055. こ2050-こゎ2100-こゎ2400-
2022-02-11 0:00,112,인천,서리 결빙 낮은안개 박무,연무 박무,-づ-よりづ0237-づゎ0300-らりこ0316-よりづ0506-づゎ0600-らりこ0630-こゐ0900-こわ1200-1235. て1230-てゎ1500-てゎ1800-てわ2100-てわ2400-
2022-02-12 0:00,112,인천,박무 연무 서리 결빙,연무,こ0010-こゐ0300-こゐ0600-こゐ0900-1020. -て-0015. て1015-てわ1200-てゎ1500-てゎ1800-てゎ2100-てゎ2400-
2022-02-14 0:00,112,인천,서리 결빙 연무,ぁ 연무 박무 눈 결빙,て1005-てゎ1200-てわ1500-1510. ぁ1455-ぁゎ1500-1710. こ1505-こゎ1800-こゎ2100-2110. て2105-てゎ2400- ぅ2310-ぅゎ2400-
2022-02-18 0:00,112,인천,결빙 서리 연무,결빙,て0450-てゎ0600-0810.
2022-02-21 0:00,112,인천,결빙 서리 눈,결빙,ぅ1010-1155.
2022-02-24 0:00,112,인천,결빙 서리,결빙 서리,
2022-02-25 0:00,112,인천,박무 서리 결빙 연무,연무 박무 이슬,こ0040-こゎ0300-こゎ0600-こゎ0900-1025. て1020-てゎ1200-てゎ1500-1750. こ1745-こゐ1800-こゐ2100-こゐ2400-
2022-02-26 0:00,112,인천,이슬 박무 서리,박무 ぁ 연무 결빙,-こ-こゐ0300-こゐ0600-こわ0900-こゎ1200-1425. こ1635-こゎ1800-こわ2100-2155. ぁ1820-1940. て2150-2350.
2022-02-27 0:00,112,인천,결빙,서리,
2022-02-28 0:00,112,인천,서리 박무 햇무리,햇무리,こ0350-こゎ0600-0845. は1130-1330.
2022-03-02 0:00,112,인천,결빙 서리,연무 박무 이슬,て1920-てゎ2100-2110. こ2105-こゎ2400-
2022-03-03 0:00,112,인천,이슬 박무 서리 연무,연무,-こ-こゎ0300-こわ0600-こゎ0900-1010. て1005-てゎ1200-1250. て2320-てゎ2400-
2022-03-04 0:00,112,인천,연무 이슬 서리,연무 박무 황사,-て-てわ0300-てゎ0600-てわ0900-てゎ1200-1310. て1715-てゎ1800-1910. こ1905-こわ2100-こわ2400- と2020-とゎ2100-とゎ2400-
2022-03-07 0:00,112,인천,결빙 서리,,
2022-03-15 0:00,112,인천,박무 서리,박무 연무 이슬,こ0020-こゎ0300-こゎ0600-こゎ0900-こゎ1200-1335. て1640-てゎ1800-2055. こ2050-こゎ2100-2340.
2022-04-02 0:00,112,인천,이슬 서리 박무,,こ0640-0725.
2022-11-05 0:00,112,인천,서리,,
2022-12-12 0:00,112,인천,서리 결빙,ぁ 박무,ぁ1420-ぁゎ1500-ぁゎ1800-1910. こ1615-こゎ1800-2020. ぁ2230-2310.
2022-12-25 0:00,112,인천,결빙 적설 서리,결빙 적설,
2022-12-26 0:00,112,인천,결빙 적설 서리,결빙 적설,
2022-12-27 0:00,112,인천,결빙 적설 연무 서리,적설 결빙,て0510-0550.
2023-01-03 0:00,112,인천,결빙 서리,결빙,
2023-01-05 0:00,112,인천,서리 결빙 박무 연무,연무 서리 결빙,こ0850-こゎ0900-1025. て1020-てゎ1200-1355.
2023-01-06 0:00,112,인천,서리 결빙 연무,연무 진눈깨비 ぁ 박무 천둥,て0150-てゎ0300-てゎ0600-てゎ0900-0905. て1225-てゎ1500-てゎ1800-1955. う1745-1755. ぁ1905-ぁゎ2100-2255. こ1950-こわ2100-こゐ2400-
2023-01-08 0:00,112,인천,결빙 박무 연무 황사 서리,황사,こ0225-こゎ0300-0440. -て-0230. と0425-とゎ0600-とゎ0900-とゎ1200-とゎ1500-とゎ1800-とゎ2100-とゎ2400- こ0610-こゎ0900-0930.
2023-01-11 0:00,112,인천,결빙 서리 박무 연무,연무 박무,こ0335-こゎ0600-こゎ0900-0955. て1145-てゎ1200-1410. こ2150-こゎ2400-
2023-01-12 0:00,112,인천,박무 서리 결빙 연무,연무 ぁ,-こ-0020. こ0130-0220. て1130-てゎ1200-てゎ1500-1505. ぁ2325-ぁゎ2400-
2023-01-18 0:00,112,인천,결빙 박무 서리,결빙,こ0630-0845.
2023-01-19 0:00,112,인천,결빙 서리 햇무리,ぁ 진눈깨비 박무,は1050-1140. ぁ1820-う1935-2010. ぁ2105-う2235-ぁ2250-2305. こ2240-2350.
2023-01-23 0:00,112,인천,결빙 서리,햇무리 결빙 연무,は1450-1650. て2045-2115.
2023-01-30 0:00,112,인천,결빙 서리,결빙,
2023-01-31 0:00,112,인천,결빙 서리,박무,こ2315-こゎ2400-
2023-02-01 0:00,112,인천,안개 이슬 결빙 박무 서리,결빙,-ぐ-よりぐ0237-よるぐ0240-よれぐ0243-よろぐ0250-ぐゐ0300-ぐゐ0600-らろぐ0601-られぐ0659-らるぐ0705-らりこ0712-よりぐ0804-よるぐ0809-よれぐ0812-よろぐ0820-らろぐ0849-ぐゐ0900-られぐ0901-よれぐ0931-られぐ1015-らるぐ1037-らりこ1040-1115.
2023-02-05 0:00,112,인천,결빙 연무 박무 서리,박무,て0015-てゎ0300-0410. こ0405-こゎ0600-こゎ0900-1040. て1035-1125. こ2030-こゎ2100-2105. こ2205-こゎ2400-
2023-02-06 0:00,112,인천,박무 결빙 서리 연무,연무 박무 서리 결빙,-こ-こゎ0300-こゎ0600-こゎ0900-1045. て1040-てゎ1200-てゎ1500-てゎ1800-てゎ2100-2255. こ2250-こゎ2400-
2023-02-07 0:00,112,인천,서리 결빙 박무,연무 박무 서리 결빙,-こ-こゎ0300-こわ0600-こゎ0900-こゎ1200-1240. て1235-てゎ1500-てゎ1800-てゎ2100-2230. こ2225-こゎ2400-
2023-02-08 0:00,112,인천,서리 결빙 박무 연무,결빙,-こ-こゎ0300-0530. て0525-0555. て0710-0850.
2023-02-10 0:00,112,인천,ぁ 박무,서리 결빙,-ぁ-ぁゎ0300-ぁゎ0600-ぁゎ0900-0930. こ0545-こゎ0600-0740. こ0835-こゎ0900-1155.
2023-02-11 0:00,112,인천,서리 결빙 박무,박무,こ0545-こゎ0600-0630. こ1010-1155. こ2055-こゎ2100-2255.
2023-02-12 0:00,112,인천,박무 서리 결빙 연무,연무,こ0005-こゎ0300-こゎ0600-こゎ0900-1130. て1125-てゎ1200-てゎ1500-てゎ1800-てゎ2100-2340.
2023-02-16 0:00,112,인천,서리 결빙 눈,결빙,ぅ1045-1055.
2023-02-17 0:00,112,인천,서리 결빙,박무,こ2145-こゎ2400-
2023-02-22 0:00,112,인천,결빙 서리,결빙,
2023-02-23 0:00,112,인천,결빙 서리,서리,
2023-02-24 0:00,112,인천,서리 박무 결빙 연무,결빙,こ0140-こゎ0300-こわ0600-こゎ0900-0955. て0950-1135.
2023-02-26 0:00,112,인천,결빙,박무 서리 결빙,こ2350-こゎ2400-
2023-02-27 0:00,112,인천,서리 결빙 박무 연무,,-こ-0240. こ0405-こゎ0600-こゎ0900-1015. て1010-1035.
2023-02-28 0:00,112,인천,결빙 서리,연무,て2110-2150.
2023-03-03 0:00,112,인천,결빙 서리,,
2023-03-05 0:00,112,인천,이슬 박무 서리 결빙 연무,연무,-こ-こゎ0300-こゎ0600-こゎ0900-1055. て1050-てゎ1200-1305.
2023-03-06 0:00,112,인천,이슬 서리 결빙,,
2023-03-19 0:00,112,인천,연무 박무 서리,연무 박무 낮은안개 이슬 안개 서리,-て-てゎ0300-0350. こ0345-こゎ0600-こゎ0900-こゎ1200-1210. て1205-てゎ1500-てわ1800-1815. こ1810-よりづ1834-よるぐ2040-ぐわ2100-らるぐ2124-らりこ2151-よりぐ2223-よるぐ2230-よれぐ2234-よろぐ2316-ぐゐ2400-
2023-03-20 0:00,112,인천,서리 안개 박무 연무,연무,-ぐ-らろぐ0050-よろぐ0107-らろぐ0121-られぐ0132-よれぐ0142-られぐ0253-ぐわ0300-よれぐ0325-られぐ0407-らるぐ0429-よるぐ0459-よれぐ0507-られぐ0530-ぐわ0600-らるぐ0636-よるぐ0813-らるぐ0825-らりこ0831-こゐ0900-1135. て1130-てわ1200-1335.
2023-03-28 0:00,112,인천,이슬 서리,,
2023-11-07 0:00,112,인천,ぁ,이슬 서리,-ぁ-0210.
2023-11-08 0:00,112,인천,서리,,
2023-11-12 0:00,112,인천,결빙 서리,결빙,
2023-11-13 0:00,112,인천,결빙 서리,서리,
2023-11-14 0:00,112,인천,서리 결빙,이슬,
2023-11-15 0:00,112,인천,이슬 서리,연무,て1955-てゎ2100-2145. て2305-てゎ2400-
2023-11-18 0:00,112,인천,결빙,서리 결빙,
2023-11-19 0:00,112,인천,서리 결빙,연무 서리,て1650-てゎ1800-1830.
2023-11-20 0:00,112,인천,서리,서리,
2023-11-21 0:00,112,인천,서리,이슬,
2023-11-22 0:00,112,인천,이슬 박무 서리,,こ0115-こゎ0300-0445.
2023-11-25 0:00,112,인천,결빙 서리,결빙,
2023-11-29 0:00,112,인천,결빙 서리,눈 진눈깨비 싸락눈 결빙,ぅ1205-う1450-うゎ1500-お1510-ぅ1540-1650.
2023-12-01 0:00,112,인천,결빙 서리,결빙 서리,
2023-12-02 0:00,112,인천,서리 결빙,ぁ,ぁ2025-ぁゎ2100-2115.
2023-12-03 0:00,112,인천,서리 결빙,서리 결빙,
2023-12-04 0:00,112,인천,서리 결빙,,
2023-12-13 0:00,112,인천,서리,,
2023-12-18 0:00,112,인천,결빙 서리,결빙,
2023-12-26 0:00,112,인천,박무 결빙,박무 결빙 서리,こ0225-こゎ0300-0335. こ0535-こゎ0600-0845. こ2035-こゎ2100-こゎ2400-
2023-12-27 0:00,112,인천,박무 서리 결빙,연무 박무 서리 결빙,-こ-こゎ0300-こゎ0600-こゎ0900-こゎ1200-1410. て1405-てゎ1500-てゎ1800-1825. こ1820-こゎ2100-こゎ2400-
2023-12-28 0:00,112,인천,서리 결빙 박무,,-こ-こゎ0300-0450.
2023-12-29 0:00,112,인천,박무 결빙 서리,연무 박무 서리 결빙,こ0240-こゎ0300-0330. こ0915-こゎ1200-1315. て1310-1340.
2023-12-30 0:00,112,인천,서리 결빙 박무 눈 신적설 적설 진눈깨비 ぁ,적설 ぁ 박무,こ0045-こゎ0300-0440. ぅ0650-ぅゎ0900-う1035-ぁ1150-ぁゎ1200-ぁゎ1500-1510. こ0650-こゐ0900-こゐ1200-こわ1500-こわ1800-こわ2100-こわ2400- ぁ1705-ぁゎ1800-ぁゎ2100-2215. ぁ2345-ぁゎ2400-
2023-12-31 0:00,112,인천,안개비 박무 안개 ぁ,박무 서리,-あ-あ0140-あゎ0300-0410. -こ-こゐ0300-よりぐ0326-らりこ0409-こゐ0600-0735. ぁ0515-ぁゎ0600-0720. こ2105-こゎ2400-
2024-01-01 0:00,112,인천,서리 박무 결빙,박무 ぁ,-こ-こゎ0300-こわ0600-こゎ0900-1155. こ1215-1350. こ2030-こゎ2100-こゎ2400- ぁ2220-2350.
2024-01-03 0:00,112,인천,ぁ 박무,ぁ 박무 서리 결빙,ぁ0510-ぁゎ0600-ぁゎ0900-0920. こ0655-こゎ0900-こゎ1200-こゎ1500-1520. ぁ1255-1415. こ1740-こゎ1800-1845.
2024-01-04 0:00,112,인천,서리 결빙,연무,て1935-てゎ2100-てゎ2400-
2024-01-05 0:00,112,인천,박무 연무 ぁ,연무 박무 서리 결빙,こ0240-こゎ0300-こゎ0600-こわ0900-1130. -て-0245. ぁ0445-0455. て1125-てゎ1200-てゎ1500-てわ1800-1830. こ1825-2015.
2024-01-06 0:00,112,인천,서리 결빙,눈 신적설 적설 우박 결빙,ぅ1750-ぅゎ1800-ぎ(d 0.5)1955-ぅ2010-2030.
2024-01-09 0:00,112,인천,결빙 눈 신적설 적설,신적설 적설 결빙 진눈깨비 박무 눈 서리,ぅ0420-ぅゎ0600-ぅゎ0900-ぅゎ1200-う1345-うゎ1500-1640. こ1640-こわ1800-こわ2100-こゎ2400- ぅ1805-2030.
2024-01-10 0:00,112,인천,서리 결빙 적설 박무,결빙 적설 박무 서리,-こ-こゎ0300-こゎ0600-こゎ0900-こゎ1200-こゎ1500-こわ1800-こわ2100-こわ2400-
2024-01-11 0:00,112,인천,결빙 적설 박무 서리,적설 박무 서리,-こ-こわ0300-こわ0600-こわ0900-こゎ1200-1330. こ2155-こゎ2400-
2024-01-12 0:00,112,인천,박무 서리 결빙,결빙,-こ-こわ0300-こわ0600-こゎ0900-0955.
2024-01-14 0:00,112,인천,결빙 서리 ぁ,박무 ぁ 서리 결빙,ぁ1115-ぁゎ1200-1455. こ1210-こゎ1500-1620.
2024-01-15 0:00,112,인천,서리 결빙,서리 결빙,
2024-01-16 0:00,112,인천,서리 결빙,결빙,
2024-01-17 0:00,112,인천,결빙 서리 눈 박무 싸락눈,신적설 적설 결빙 진눈깨비 ぁ 박무 안개,ぅ1015-お1125-ぅ1155-ぅゎ1200-う1225-ぁ1245-う1440-ぁ1450-ぁゎ1500-ぁゎ1800-ぁゎ2100-ぁゎ2400- こ1115-こゎ1200-こゎ1500-こわ1800-こゐ2100-よりぐ2120-よるぐ2157-らるぐ2202-らりこ2345-こゐ2400-
2024-01-26 0:00,112,인천,결빙 서리,결빙 서리,
2024-01-27 0:00,112,인천,서리 결빙 박무,결빙 서리,こ0135-こわ0300-0435.
2024-01-28 0:00,112,인천,결빙 서리,서리 결빙,
2024-01-29 0:00,112,인천,서리 결빙 박무,결빙 서리,こ0435-こゎ0600-こゎ0900-1125.
2024-01-30 0:00,112,인천,서리 결빙 박무 연무,서리 결빙,こ0215-こゎ0300-こゎ0600-こゎ0900-1125. て1120-1145.
2024-01-31 0:00,112,인천,서리 결빙 연무,연무 박무,て0010-0250. て0715-てゎ0900-0910. て1010-1145.て2010-てゎ2100-2245. こ2240-こゎ2400-
2024-02-01 0:00,112,인천,서리 결빙 박무 연무,연무 결빙,-こ-こわ0300-こゎ0600-こゎ0900-0955. て0950-てゎ1200-てゎ1500-てゎ1800-1825.
2024-02-02 0:00,112,인천,결빙 서리,박무 서리 결빙,こ2150-こゎ2400-
2024-02-03 0:00,112,인천,서리 결빙 박무,ぁ 박무,-こ-こゎ0300-こゎ0600-0815. ぁ1550-ぁゎ1800-1810. こ2350-こゎ2400-
2024-02-04 0:00,112,인천,박무 서리 결빙,,-こ-0225.
2024-02-07 0:00,112,인천,결빙 박무 서리,서리 결빙,-こ-0255. こ0420-こゎ0600-0705. こ0835-こゎ0900-0915.
2024-02-08 0:00,112,인천,서리 결빙 박무,서리 결빙,こ0635-こゎ0900-1005.
2024-02-09 0:00,112,인천,서리 결빙 박무,서리 결빙,こ0355-0535.
2024-02-10 0:00,112,인천,서리 결빙 박무 연무,연무 서리 결빙,こ0510-こゎ0600-0740. こ0830-こゎ0900-1005. て1110-てゎ1200-1245. て1530-1610. て1745-てゎ1800-1810. て1915-てゎ2100-2110.
2024-02-11 0:00,112,인천,서리 결빙 박무,연무 박무 서리,こ0055-0140. て1530-てゎ1800-てゎ2100-2330. こ2325-こゎ2400-
2024-02-12 0:00,112,인천,서리 결빙 박무 서릿발 연무,연무,-こ-こゎ0300-こゎ0600-こゎ0900-1025. て1020-1115. て2215-てゎ2400-
2024-02-16 0:00,112,인천,결빙 서리,서리 결빙,
2024-02-17 0:00,112,인천,서리 결빙 박무,서리,こ0645-こゎ0900-0910.
2024-02-18 0:00,112,인천,서리 박무,ぁ 박무,こ0230-こゎ0300-こゎ0600-こゎ0900-0905. ぁ1325-ぁゎ1500-ぁゎ1800-ぁゎ2100-ぁゎ2400- こ1445-こわ1500-こゎ1800-こゎ2100-こわ2400-
2024-02-25 0:00,112,인천,진눈깨비 박무 눈,서리 결빙,-う-うゎ0300-ぅ0510-ぅゎ0600-う0730-ぅ0810-ぅゎ0900-0940. -こ-こわ0300-こわ0600-こゎ0900-0925.
2024-02-26 0:00,112,인천,서리 결빙,,
2024-02-29 0:00,112,인천,박무 서리,결빙,-こ-0110. こ0325-こゎ0600-0710.
2024-03-03 0:00,112,인천,박무 서리 결빙 연무,연무 박무,-こ-こゎ0300-こわ0600-こゎ0900-1010. て1005-てゎ1200-てゎ1500-てゎ1800-てゎ2100-2110. こ2105-こわ2400-
