date,key,name,AM,PM,ISCS
2020-12-28 0:00,136,안동,서리 결빙 박무 안개 연무,연무 박무 서리 결빙,-こ-こわ0300-こわ0600-よりぐ0750-よるぐ0805-らるぐ0825-ぐゎ0900-らりこ0920-1155. て1150-てゎ1200-1405. て1535-1550. て1805-てゎ2100-2155. こ2150-こゎ2400-
2020-12-29 0:00,136,안동,서리 결빙 박무 안개 연무,연무 ぁ 진눈깨비 박무,-こ-こゎ0300-よりぐ0455-よるぐ0520-らるぐ0530-らりこ0540-こわ0600-よりぐ0620-よるぐ0830-ぐわ0900-らるぐ0905-らりこ0910-1140. て1135-てゎ1200-てゎ1500-てゎ1800-1950. ぁ1710-ぁゎ1800-1810. ぁ1845-う1930-うゎ2100-2135. こ1945-こわ2100-2220.
2021-01-04 0:00,136,안동,결빙 서리,결빙 연무 서리,て1845-1915.
2021-01-05 0:00,136,안동,서리 결빙 연무,결빙,て0750-てゎ0900-0930.
2021-01-06 0:00,136,안동,결빙 서리,결빙 연무,て2305-てゎ2400-
2021-01-08 0:00,136,안동,결빙 서리,결빙,
2021-01-09 0:00,136,안동,결빙 서리,결빙,
2021-01-10 0:00,136,안동,결빙 서리,결빙,
2021-01-11 0:00,136,안동,결빙 서리,결빙 서리,
2021-01-12 0:00,136,안동,서리 결빙 연무 박무,결빙 연무 서리,て0355-0510. こ0505-0550. こ0620-こゎ0900-1010. て2240-てゎ2400-
2021-01-13 0:00,136,안동,서리 결빙 눈 연무 박무,황사,ぅ0155-0210. -て-てゎ0300-0445. こ0440-こわ0600-こゎ0900-1025. て1020-1150. と1450-とゎ1500-とゎ1800-とゎ2100-とゎ2400-
2021-01-14 0:00,136,안동,황사 서리 결빙,황사 결빙,-と-とゎ0300-とゎ0600-とゎ0900-とゎ1200-1320.
2021-01-16 0:00,136,안동,연무 황사 서리 결빙,황사 결빙,0155.と0155-とゎ0300-とゎ0600-とゎ0900-と1200-1310.
2021-01-19 0:00,136,안동,결빙 적설,결빙 적설 서리,
2021-01-20 0:00,136,안동,서리 결빙,결빙 서리,
2021-01-21 0:00,136,안동,서리 결빙,ぁ 박무,ぁ1635-1725. ぁ1745-1845. ぁ1903-ぁゎ2100-ぁゎ2400- こ1955-こゎ2100-こゐ2400-
2021-01-25 0:00,136,안동,서리 결빙,서리,
2021-01-26 0:00,136,안동,서리 ぁ 박무,ぁ 박무,ぁ0845-ぁゎ0900-ぁゎ1200-1440. こ0930-こゎ1200-こゎ1500-1505. こ2120-2320.
2021-01-27 0:00,136,안동,박무 서리 연무,결빙,こ0150-こゎ0300-0440. て0830-てゎ0900-0905.
2021-01-28 0:00,136,안동,서리 결빙 박무,눈 결빙,こ0640-0840. ぅ1345-1430. ぅ1510-1530.
2021-01-30 0:00,136,안동,결빙 서리,눈 연무 결빙,ぅ1320-1415. て1550-1705.
2021-01-31 0:00,136,안동,결빙 서리,결빙,
2021-02-04 0:00,136,안동,결빙 눈 신적설 적설,결빙 서리,ぅ0110-0225. ぅ0315-0430.
2021-02-05 0:00,136,안동,서리 결빙,결빙,
2021-02-07 0:00,136,안동,박무 서리 연무,연무,-こ-こわ0300-こわ0600-こわ0900-1010. て1005-てゎ1200-1430. て1505-1620.
2021-02-10 0:00,136,안동,결빙 서리,연무 결빙 서리,て2015-てゎ2100-てゎ2400-
2021-02-11 0:00,136,안동,서리 결빙 박무 연무,연무,こ0050-こゎ0300-こわ0600-こゎ0900-1030. -て-0055. て1025-てゎ1200-1340. て2325-てゎ2400-
2021-02-12 0:00,136,안동,연무 서리 결빙 박무,연무,-て-てゎ0300-てゎ0600-0635. こ0630-こゎ0900-1010. て1005-1140. て2210-てゎ2400-
2021-02-13 0:00,136,안동,결빙 연무 서리 박무,연무,-て-てゎ0300-てゎ0600-0625. こ0620-こゎ0900-0925. て0920-1020. て1950-2050. て2110-2130.
2021-02-19 0:00,136,안동,결빙 서리,,
2021-02-20 0:00,136,안동,서리 결빙 연무,연무,て0950-てゎ1200-1250.
2021-02-21 0:00,136,안동,연무 서리 결빙 박무,,て0210-てゎ0300-てゎ0600-0715. こ0710-こゎ0900-0915. て0910-1120.
2021-02-25 0:00,136,안동,결빙 서리,,
2021-02-27 0:00,136,안동,,서리,
2021-02-28 0:00,136,안동,서리,ぁ 박무,ぁ1540-1715. ぁ1915-ぁゎ2100-2140. こ2110-2130. こ2150-こゎ2400-
2021-03-02 0:00,136,안동,신적설 적설 눈 박무 결빙,적설 서리 결빙,-ぅ-ぅゎ0300-0515. -こ-こわ0300-こゎ0600-こゎ0900-0920.
2021-03-03 0:00,136,안동,서리 결빙 박무,,こ0640-0850.
2021-03-04 0:00,136,안동,서리 박무 결빙,ぁ 박무,こ0410-こゎ0600-こゎ0900-1005. ぁ1815-ぁゎ2100-2110. こ2105-こゎ2400-
2021-03-08 0:00,136,안동,이슬 서리 결빙 박무 안개,이슬,-こ-こゎ0300-こゎ0600-よりぐ0705-らりこ0735-こゎ0900-0910.
2021-03-10 0:00,136,안동,이슬 연무 서리 결빙 박무,,て0320-てゎ0600-0715. こ0710-0845. て0840-てゎ0900-1010.
2021-03-11 0:00,136,안동,이슬 서리 결빙,,
2021-03-23 0:00,136,안동,연무 서리 결빙 황사,황사,て0545-てゎ0600-0850. と1105-とゎ1200-とゎ1500-とゎ1800-とゎ2100-2340.
2021-03-24 0:00,136,안동,서리 연무,,て0650-0750.
2021-03-31 0:00,136,안동,서리,이슬,
2021-04-05 0:00,136,안동,이슬 서리 결빙 박무,,こ0610-0805.
2021-04-09 0:00,136,안동,이슬 서리,,
2021-04-10 0:00,136,안동,서리,이슬,
2021-04-15 0:00,136,안동,서리,이슬,
2021-10-17 0:00,136,안동,서리 결빙,이슬,
2021-10-18 0:00,136,안동,이슬 서리 결빙 박무,,こ0745-0835.
2021-11-12 0:00,136,안동,,서리 결빙,
2021-11-13 0:00,136,안동,서리 결빙,이슬,
2021-11-14 0:00,136,안동,이슬 서리 박무 결빙,박무 이슬,こ0305-0355. こ0445-こゎ0600-0850. こ2130-こゎ2400-
2021-11-15 0:00,136,안동,이슬 서리 박무 결빙 연무,,-こ-こわ0300-こわ0600-こわ0900-0955. て0950-1115.
2021-11-16 0:00,136,안동,박무 이슬 서리 안개 결빙,,こ0140-0205. こ0250-こゎ0300-0320. こ0405-0550. こ0605-よりぐ0645-らりこ0755-よりぐ0835-ぐゎ0900-らりこ0915-1010.
2021-11-17 0:00,136,안동,서리 박무 결빙 안개,,こ0240-こゎ0300-こゎ0600-よりぐ0740-よるぐ0750-らるぐ0840-ぐゎ0900-らりこ0930-1020.
2021-11-18 0:00,136,안동,서리 결빙,박무 이슬,こ2325-こゎ2400-
2021-11-19 0:00,136,안동,이슬 박무 서리,연무 박무 이슬,-こ-こゎ0300-こわ0600-こゎ0900-1040. て1355-てゎ1500-てゎ1800-2040. こ2035-こゎ2100-こわ2400-
2021-11-26 0:00,136,안동,서리 결빙,서리 결빙,
2021-11-27 0:00,136,안동,서리 결빙 박무,서리 결빙,こ0650-0820.
2021-11-28 0:00,136,안동,서리 결빙 박무 안개,서리 결빙,こ0455-こゐ0600-よりぐ0655-らりこ0735-よりぐ0835-ぐゎ0900-よるぐ0915-らるぐ0945-らりこ0955-1015.
2021-11-29 0:00,136,안동,서리 결빙 박무,,こ0440-こゎ0600-こゎ0900-1035.
2021-11-30 0:00,136,안동,서리 결빙 ぁ 박무,ぁ 박무,ぁ0720-ぁゎ0900-ぁわ1200-1345. こ0740-こゎ0900-こわ1200-こゎ1500-1650. ぁ1740-1745. ぁ1905-1910. ぁ2002-2010. ぁ2145-2150.
2021-12-04 0:00,136,안동,결빙 서리,서리 결빙,
2021-12-05 0:00,136,안동,서리 결빙 박무 안개,서리 결빙,こ0415-よりぐ0515-ぐゎ0600-らりこ0640-こわ0900-1125.
2021-12-06 0:00,136,안동,서리 결빙 박무 안개,연무 박무,こ0110-こゎ0300-よりぐ0510-ぐゎ0600-らりこ0650-よりぐ0750-よるぐ0815-ぐわ0900-らるぐ1005-らりこ1010-1105. て1920-1940. こ2050-こゎ2100-こゎ2400-
2021-12-07 0:00,136,안동,박무 안개 서리 결빙,이슬,-こ-こわ0300-よりぐ0355-よるぐ0410-よれぐ0420-ぐゐ0600-ぐゐ0900-られぐ0950-らるぐ1040-らりこ1050-1150.
2021-12-08 0:00,136,안동,이슬 박무 서리 결빙 안개,서리,こ0140-0215. こ0330-よりぐ0505-よるぐ0510-よれぐ0525-ぐゐ0600-ぐゐ0900-られぐ0950-らるぐ1010-らりこ1020-1130.
2021-12-09 0:00,136,안동,서리 박무 결빙 안개,,こ0230-こゎ0300-よりぐ0505-よるぐ0510-よれぐ0525-ぐゐ0600-られぐ0710-よれぐ0815-られぐ0855-ぐわ0900-らるぐ0915-らりこ0935-1145.
2021-12-10 0:00,136,안동,박무 서리 안개,박무 이슬,こ0020-0055. こ0105-こゎ0300-よりぐ0505-よるぐ0510-ぐわ0600-よれぐ0815-られぐ0835-ぐわ0900-らるぐ0940-らりこ0955-1105. こ1920-こゎ2100-こゎ2400-
2021-12-14 0:00,136,안동,결빙 서리,ぁ,ぁ2010-2055. ぁ2155-2205.
2021-12-15 0:00,136,안동,ぁ,연무 박무 서리,ぁ0730-0735. て1530-てゎ1800-2050. こ2045-こわ2100-こわ2400-
2021-12-16 0:00,136,안동,서리 박무,연무 박무,-こ-こゐ0300-こゐ0600-こゐ0900-こわ1200-1340. て1335-てゎ1500-てゎ1800-てゎ2100-てゎ2400-
2021-12-18 0:00,136,안동,결빙 서리,결빙,
2021-12-21 0:00,136,안동,연무 박무 서리 결빙,연무,-て-てゎ0300-0555. こ0550-こゎ0600-こゎ0900-1005. て1050-てゎ1200-1330. て1820-てゎ2100-てゎ2400-
2021-12-22 0:00,136,안동,박무 연무 결빙 서리 안개,연무 서리 결빙,こ0205-こわ0300-こわ0600-よりぐ0840-ぐゎ0900-よるぐ0905-らるぐ0950-らりこ1010-1110. -て-0210. て2150-2210.
2021-12-23 0:00,136,안동,서리 결빙 연무 박무,연무 서리 결빙,て0230-てゎ0300-0420. こ0415-こゎ0600-こゎ0900-1010. て1750-てゎ1800-てゎ2100-てゎ2400-
2021-12-24 0:00,136,안동,서리 결빙 연무 박무,연무,-て-てゎ0300-0330. こ0325-こゎ0600-こゎ0900-1035. て1030-てゎ1200-1350. て1410-てゎ1500-てゎ1800-てゎ2100-2305.
2021-12-27 0:00,136,안동,결빙,결빙 서리,
2021-12-28 0:00,136,안동,서리 결빙 박무,결빙 연무,こ0550-こゎ0600-こゎ0900-0950. て2305-てゎ2400-
2021-12-29 0:00,136,안동,결빙 박무 연무 서리,ぁ 연무,こ0140-こゎ0300-こゎ0600-こゎ0900-1025. -て-0145. て1020-1105. ぁ1635-1658. て1820-てゎ2100-2305.
2022-01-01 0:00,136,안동,결빙 서리,결빙 서리,
2022-01-02 0:00,136,안동,서리 결빙,연무 결빙,て1345-てゎ1500-1605. て1950-2005.
2022-01-03 0:00,136,안동,결빙 서리 연무 박무,결빙,て0450-てゎ0600-0730. こ0725-こゎ0900-0955.
2022-01-04 0:00,136,안동,결빙 서리,결빙 서리,
2022-01-05 0:00,136,안동,서리 결빙,결빙,
2022-01-06 0:00,136,안동,결빙 서리 박무,결빙,こ0750-0815.
2022-01-07 0:00,136,안동,결빙 서리 박무 연무,연무 결빙 서리,こ0720-0745. て0825-0850. て1920-1940.
2022-01-08 0:00,136,안동,서리 결빙 연무,연무 결빙,て0550-てゎ0600-てゎ0900-0940. て2030-てゎ2100-2205. て2350-てゎ2400-
2022-01-09 0:00,136,안동,결빙 연무,연무 박무 서리 결빙,-て-てゎ0300-てゎ0600-てゎ0900-てわ1200-てゎ1500-てゎ1800-てわ2100-2345. こ2340-こわ2400-
2022-01-10 0:00,136,안동,서리 결빙 박무 안개 연무,연무,-こ-こゐ0300-こゐ0600-よりぐ0650-よるぐ0705-よれぐ0735-られぐ0815-らるぐ0845-ぐゎ0900-よりこ0945-1135. て1130-てわ1200-てゎ1500-1535. て1615-てゎ1800-てゎ2100-てゎ2400-
2022-01-16 0:00,136,안동,결빙 박무 서리 연무,결빙,こ0520-こゎ0600-0840. て0835-てゎ0900-1110.
2022-01-19 0:00,136,안동,결빙 서리,결빙 연무 눈 박무 신적설 적설,て1710-てゎ1800-2045. ぅ1910-2005. ぅ2030-ぅゎ2100-2125. こ2040-こわ2100-2125. て2120-2210.
2022-01-20 0:00,136,안동,결빙 연무 서리,결빙 서리,て0230-てゎ0300-てゎ0600-てゎ0900-1120.
2022-01-21 0:00,136,안동,서리 결빙 연무 박무,결빙 서리,て0730-0740. こ0810-こゎ0900-0920.
2022-01-22 0:00,136,안동,서리 결빙,,
2022-01-24 0:00,136,안동,연무 서리 결빙,,て0040-0105.
2022-01-26 0:00,136,안동,이슬 결빙 박무 서리 연무,연무 결빙,-こ-こゎ0300-こゎ0600-こゎ0900-0920. て0915-てゎ1200-1345. て1515-てゎ1800-てゎ2100-てゎ2400-
2022-01-27 0:00,136,안동,결빙 연무 서리 박무,연무 결빙,-て-てわ0300-てわ0600-0640. こ0635-こわ0900-0945. て0940-てゎ1200-1225. て2250-てゎ2400-
2022-01-28 0:00,136,안동,결빙 연무 서리,결빙,-て-0150. て0630-0805.
2022-01-30 0:00,136,안동,결빙 서리,결빙,
2022-01-31 0:00,136,안동,결빙 서리,결빙,
2022-02-02 0:00,136,안동,결빙 연무 서리,결빙,-て-てゎ0300-てゎ0600-0705.
2022-02-03 0:00,136,안동,결빙 서리,결빙,
2022-02-07 0:00,136,안동,결빙 서리,결빙,
2022-02-08 0:00,136,안동,결빙 서리,결빙,
2022-02-09 0:00,136,안동,결빙 서리,,
2022-02-11 0:00,136,안동,결빙 서리 연무,결빙,て0650-てゎ0900-0910.
2022-02-12 0:00,136,안동,결빙 서리 연무,연무,て0630-てゎ0900-てゎ1200-1455. て1715-てゎ1800-てゎ2100-てゎ2400-
2022-02-13 0:00,136,안동,결빙 연무 박무 서리,박무 서리 결빙,-て-てゎ0300-0450. こ0445-こゎ0600-こゎ0900-0940. て0935-1050. こ2330-こゎ2400-
2022-02-14 0:00,136,안동,서리 결빙 박무 연무,연무,-こ-こゎ0300-こゎ0600-こゎ0900-1015. て1010-1040. て1930-てゎ2100-てゎ2400-
2022-02-21 0:00,136,안동,결빙 서리,눈 결빙,ぅ1730-1750.
2022-02-26 0:00,136,안동,박무 연무 결빙 서리,연무 ぁ,こ0250-こわ0300-こわ0600-こわ0900-0955. -て-0255. て0950-てゎ1200-1230. ぁ2230-2340. て2245-てゎ2400-
2022-02-28 0:00,136,안동,결빙 서리,,
2022-03-02 0:00,136,안동,연무 결빙 서리,,-て-0205.
2022-03-03 0:00,136,안동,서리 결빙 연무,,て0705-0745.
2022-03-08 0:00,136,안동,결빙 서리,,
2022-03-10 0:00,136,안동,이슬 박무 서리 연무,연무,-こ-こゎ0300-こゎ0600-こゎ0900-1015. て1010-てゎ1200-1230.
2022-03-21 0:00,136,안동,박무 서리 결빙,,こ0510-こゎ0600-0810.
2022-03-22 0:00,136,안동,이슬 서리 박무 결빙,,こ0605-0830.
2022-03-23 0:00,136,안동,이슬 서리 결빙 박무,연무,こ0520-こゎ0600-こゎ0900-1035. て1920-1950. て2105-てゎ2400-
2022-03-24 0:00,136,안동,박무 연무 서리 결빙,연무 박무,こ0150-こゎ0300-こゎ0600-0855. -て-0155. て0850-てゎ0900-0955. て1235-てゎ1500-てゎ1800-てゎ2100-2310. こ2305-こわ2400-
2022-03-29 0:00,136,안동,서리,,
2022-04-03 0:00,136,안동,결빙 서리,이슬,
2022-10-18 0:00,136,안동,서리,,
2022-10-19 0:00,136,안동,박무 서리 결빙,,こ0305-こゎ0600-0745.
2022-10-20 0:00,136,안동,서리 박무 안개,,こ0405-よりぐ0410-らりこ0420-0510. こ0625-こゎ0900-0910.
2022-10-25 0:00,136,안동,이슬 서리,,
2022-11-05 0:00,136,안동,결빙 서리,결빙,
2022-11-06 0:00,136,안동,결빙 서리,,
2022-11-07 0:00,136,안동,서리 결빙 박무,,こ0710-0830.
2022-11-15 0:00,136,안동,서리,ぁ 박무,ぁ1730-ぁゎ1800-1805. こ2130-こゎ2400- ぁ2345-2355.
2022-11-17 0:00,136,안동,서리,,
2022-11-18 0:00,136,안동,서리 박무,,こ0445-こわ0600-こゎ0900-0925.
2022-11-27 0:00,136,안동,서리 결빙,,
2022-11-28 0:00,136,안동,결빙 서리,ぁ 박무,ぁ1445-1455. ぁ1540-1610. ぁ1710-ぁゎ1800-ぁゎ2100-ぁわ2400- こ2135-こゐ2400-
2022-12-02 0:00,136,안동,결빙 서리,결빙 서리,
2022-12-03 0:00,136,안동,서리 결빙,결빙 서리,
2022-12-04 0:00,136,안동,서리 결빙,결빙,
2022-12-08 0:00,136,안동,서리 결빙,결빙,
2022-12-09 0:00,136,안동,결빙 서리,박무 서리 결빙,こ2335-こゎ2400-
2022-12-10 0:00,136,안동,서리 결빙 박무 안개,연무 박무 서리 결빙,-こ-0050. こ0105-こゎ0300-こわ0600-よりぐ0615-よるぐ0705-よれぐ0715-られぐ0755-ぐわ0900-らるぐ1040-らりこ1050-こゎ1200-1215. て1210-1240. こ2350-こゎ2400-
2022-12-11 0:00,136,안동,서리 결빙 박무,서리 결빙,-こ-こゎ0300-こゎ0600-こゎ0900-0940.
2022-12-12 0:00,136,안동,서리 결빙,ぁ,ぁ1504-1545.
2022-12-13 0:00,136,안동,서리 결빙 황사,황사 눈 신적설 적설 결빙,と1005-とゎ1200-とゎ1500-1535. と1650-とゎ1800-1820. ぅ1740-よりぅ1755-ぅわ1800-らりぅ1805-2020. ぅ2245-2340.
2022-12-14 0:00,136,안동,결빙 적설,결빙 적설 서리,
2022-12-15 0:00,136,안동,서리 결빙,결빙 눈 박무 신적설 적설,ぅ1935-ぅゎ2100-2240. こ2045-こゎ2100-こゎ2400-
2022-12-19 0:00,136,안동,결빙 서리,결빙 서리,
2022-12-20 0:00,136,안동,서리 결빙,결빙,
2022-12-26 0:00,136,안동,결빙 적설 서리 박무,결빙 적설 서리,こ0410-0505. こ0550-こゎ0600-0650. こ0710-こわ0900-1030.
2022-12-27 0:00,136,안동,서리 결빙 적설 박무 안개,결빙,こ0330-よりぐ0515-よるぐ0520-らるぐ0550-ぐゎ0600-らりこ0650-こゎ0900-1020.
2022-12-28 0:00,136,안동,결빙 서리 박무,결빙,こ0705-0820.
2022-12-29 0:00,136,안동,결빙 서리,결빙,
2022-12-31 0:00,136,안동,결빙 서리,결빙 서리,
2023-01-01 0:00,136,안동,서리 결빙 박무 연무,결빙,こ0525-こゎ0600-こゎ0900-0950. て0945-1150.
2023-01-03 0:00,136,안동,결빙 서리,결빙,
2023-01-05 0:00,136,안동,결빙 서리,연무 결빙,て1545-てゎ1800-てゎ2100-てわ2400-
2023-01-06 0:00,136,안동,결빙 박무 연무 서리 안개,연무 결빙,こ0130-こわ0300-こわ0600-よりぐ0750-らりこ0845-こゐ0900-よりぐ0950-らりこ1010-1125. -て-0135. て1120-てゎ1200-1405. て1805-てゎ2100-てゎ2400-
2023-01-08 0:00,136,안동,결빙 박무 연무 서리,연무 결빙,こ0020-こわ0300-こわ0600-こわ0900-1125. -て-0025. て1120-てゎ1200-1250.
2023-01-10 0:00,136,안동,결빙 박무 서리 안개 연무,연무 결빙,-こ-こゎ0300-こゎ0600-よりぐ0750-よるぐ0755-ぐわ0900-らるぐ0945-らりこ1005-1135. て1130-てゎ1200-1210.
2023-01-11 0:00,136,안동,결빙 박무 서리,서리 결빙,こ0140-0150. こ0510-こゎ0600-こゎ0900-0950.
2023-01-12 0:00,136,안동,서리 결빙,ぁ,ぁ2205-2210. ぁ2235-ぁゎ2400-
2023-01-16 0:00,136,안동,결빙,결빙 서리,
2023-01-17 0:00,136,안동,서리 결빙,결빙 서리,
2023-01-18 0:00,136,안동,서리 결빙,결빙 서리,
2023-01-19 0:00,136,안동,서리 결빙 박무,결빙,こ0210-0250. こ0330-こゎ0600-こゎ0900-0915.
2023-01-21 0:00,136,안동,결빙 서리,결빙,
2023-01-23 0:00,136,안동,결빙 서리,결빙,
2023-01-25 0:00,136,안동,결빙,결빙 서리,
2023-01-26 0:00,136,안동,서리 결빙 눈,결빙 눈 신적설 적설,ぅ1105-1130. ぅ1230-ぅゎ1500-ぅゎ1800-ぅゎ2100-2120.
2023-01-28 0:00,136,안동,결빙,결빙 서리,
2023-01-29 0:00,136,안동,서리 결빙,결빙 눈 신적설 적설,ぅ2050-ぅゎ2100-2250.
2023-02-02 0:00,136,안동,결빙 서리,결빙,
2023-02-04 0:00,136,안동,결빙,결빙 서리,
2023-02-05 0:00,136,안동,서리 결빙,결빙,
2023-02-06 0:00,136,안동,결빙 서리 박무,결빙,こ0410-こゎ0600-こゎ0900-0945.
2023-02-07 0:00,136,안동,결빙 서리,연무 결빙,て2210-てゎ2400-
2023-02-08 0:00,136,안동,결빙 박무 연무 서리 안개,연무 결빙,こ0140-こゎ0300-こゎ0600-よりぐ0735-よるぐ0740-らるぐ0750-ぐわ0900-らりこ0920-1110. -て-0145. て1105-てゎ1200-1205.
2023-02-09 0:00,136,안동,결빙 연무 서리,ぁ,て0420-てゎ0600-てゎ0900-0950. ぁ2140-ぁゎ2400-
2023-02-11 0:00,136,안동,결빙 안개 박무,박무 연무 결빙 서리,-ぐ-よりぐ0135-よるぐ0140-よれぐ0145-ぐゐ0300-られぐ0540-らるぐ0550-ぐゎ0600-よるぐ0710-らるぐ0750-らりこ0815-こゐ0900-こゎ1200-こゎ1500-1515. て1510-てゎ1800-1940. こ1935-こわ2100-こわ2400-
2023-02-12 0:00,136,안동,서리 결빙 안개 박무,연무 박무,-ぐ-よりぐ0120-よるぐ0125-よれぐ0130-ぐゐ0300-られぐ0355- よれぐ0420-ぐゐ0600-られぐ0650-らるぐ0655-よるぐ0810-ぐわ0900-らるぐ0920-らりこ0940-こゎ1200-1355. て1350-1405. て1530-1640. て1750-てゎ1800-てゎ2100-2225.
2023-02-17 0:00,136,안동,결빙 서리,,
2023-02-21 0:00,136,안동,결빙 서리,서리 결빙,
2023-02-22 0:00,136,안동,서리 결빙,,
2023-02-23 0:00,136,안동,서리 결빙,,
2023-02-26 0:00,136,안동,결빙 서리,결빙,
2023-02-27 0:00,136,안동,결빙 서리,,
2023-02-28 0:00,136,안동,결빙 서리,,
2023-03-05 0:00,136,안동,이슬 박무 서리 결빙,,こ0140-こゎ0300-こゎ0600-こゎ0900-0930.
2023-03-06 0:00,136,안동,서리 결빙,,
2023-03-21 0:00,136,안동,서리,,
2023-03-27 0:00,136,안동,서리 결빙,,
2023-03-28 0:00,136,안동,서리 결빙,연무,て2225-てゎ2400-
2023-03-29 0:00,136,안동,연무 박무 서리,,-て-てゎ0300-0410. こ0405-こゎ0600-こゎ0900-0910. て0905-0940.
2023-03-30 0:00,136,안동,서리,,
2023-04-03 0:00,136,안동,서리,,
2023-10-21 0:00,136,안동,서리 ぁ,,ぁ1025-1130.
2023-10-22 0:00,136,안동,서리 박무,,こ0655-0710. こ0750-0805.
2023-11-07 0:00,136,안동,,서리,
2023-11-08 0:00,136,안동,서리 결빙 박무,이슬,こ0810-0815.
2023-11-12 0:00,136,안동,서리 결빙,서리 결빙,
2023-11-13 0:00,136,안동,서리 결빙,,
2023-11-14 0:00,136,안동,서리 결빙,,
2023-11-15 0:00,136,안동,서리 결빙 박무 안개,이슬 박무,こ0520-こゎ0600-0605. こ0640-よりぐ0830-らりこ0840-こゎ0900-0950. こ2350-こゎ2400-
2023-11-16 0:00,136,안동,이슬 서리 결빙 박무,ぁ 박무 안개,-こ-こゎ0300-こゎ0600-こゐ0900-こゎ1200-こゎ1500-こゐ1800-こゐ2100-よりぐ2135-よるぐ2155-らるぐ2345-ぐゎ2400- ぁ1303-ぁゎ1500-ぁゎ1800-1910.
2023-11-17 0:00,136,안동,안개 박무 ぁ,서리 결빙,-ぐ-よるぐ0015-よれぐ0220-られぐ0240-ぐわ0300-らるぐ0305-らりこ0315-こゎ0600-0605. ぁ0440-0515.
2023-11-18 0:00,136,안동,서리 결빙,,
2023-11-19 0:00,136,안동,서리 결빙,,
2023-11-20 0:00,136,안동,서리,서리,
2023-11-21 0:00,136,안동,서리 결빙 박무 안개,서리,こ0545-こわ0600-よりぐ0705-よるぐ0720-ぐわ0900-らるぐ0925-らりこ0930-1005.
2023-11-22 0:00,136,안동,서리 결빙 박무 안개,,こ0640-よりぐ0650-よるぐ0710-ぐわ0900-らるぐ0935-らりこ0940-1015.
2023-11-25 0:00,136,안동,결빙 서리,결빙,
2023-11-26 0:00,136,안동,결빙 서리,ぁ,ぁ2320-ぁゎ2400-
2023-11-28 0:00,136,안동,박무 이슬,서리 결빙,-こ-0130.
2023-11-29 0:00,136,안동,서리 결빙,ぁ 결빙,ぁ1830-1835. ぁ1905-1915.
2023-12-01 0:00,136,안동,결빙 서리,결빙,
2023-12-02 0:00,136,안동,결빙 서리,결빙,
2023-12-03 0:00,136,안동,결빙 서리,서리 결빙,
2023-12-04 0:00,136,안동,서리 결빙,결빙,
2023-12-05 0:00,136,안동,결빙 서리,서리,
2023-12-06 0:00,136,안동,서리 결빙 박무,ぁ 박무,こ0730-0850. ぁ1801-1930. こ1830-こわ2100-こわ2400- ぁ2020-2040.
2023-12-08 0:00,136,안동,결빙 서리,,
2023-12-13 0:00,136,안동,이슬 박무 서리 결빙 안개,이슬,こ0450-よりぐ0540-よるぐ0550-よれぐ0555-ぐゐ0600-られぐ0610-らるぐ0640-らりこ0650-0810.
2023-12-17 0:00,136,안동,결빙 서리,결빙,
2023-12-18 0:00,136,안동,결빙 서리,결빙,
2023-12-23 0:00,136,안동,결빙 서리,결빙,
2023-12-24 0:00,136,안동,결빙 서리 눈,결빙,ぅ0820-ぅゎ0900-0930.
2023-12-25 0:00,136,안동,결빙 박무 서리 눈,결빙,こ0350-こゎ0600-こゎ0900-1040. ぅ0850-ぅゎ0900-0950.
2023-12-26 0:00,136,안동,결빙 서리,결빙,
2023-12-27 0:00,136,안동,결빙 박무 서리,결빙 서리,こ0550-こゎ0600-こゎ0900-0950.
2023-12-28 0:00,136,안동,서리 결빙 박무 연무,연무 결빙 박무,こ0130-こゎ0300-こゎ0600-こわ0900-1030. て1150-てゎ1200-1220. て1850-てゎ2100-2330. こ2325-こゎ2400-
2023-12-29 0:00,136,안동,결빙 서리 박무 안개 연무,연무 박무 서리 결빙,-こ-こゎ0300-こわ0600-こゐ0900-よりぐ0950-らりこ1020-1135. て1130-てゎ1200-1230. て1810-てゎ2100-2215. こ2210-こわ2400-
2023-12-30 0:00,136,안동,서리 결빙 박무 안개,연무 박무 진눈깨비 ぁ,-こ-こわ0300-こわ0600-よりぐ0635-よるぐ0750-らるぐ0820-らりこ0825-こゐ0900-こゎ1200-1245. て1240-てゎ1500-てゎ1800-1855. う1745-うゎ1800-ぁ1815-1845. こ1850-こわ2100-こわ2400- ぁ1910-2005. ぁ2155-2255. ぁ2315-2320.
2024-01-03 0:00,136,안동,박무 서리 결빙 진눈깨비,박무 서리,こ0215-こゎ0300-こゎ0600-こわ0900-1040. う0615-0815. こ1905-こゎ2100-2345.
2024-01-04 0:00,136,안동,서리 결빙 박무,결빙 서리,こ0510-こゎ0600-こゎ0900-1005.
2024-01-05 0:00,136,안동,서리 결빙 박무,연무 박무,こ0210-こゎ0300-こゎ0600-こゎ0900-1030. て1440-てゎ1500-てゎ1800-てゎ2100-2110. こ2105-こゎ2400-
2024-01-08 0:00,136,안동,결빙 서리,결빙,
2024-01-09 0:00,136,안동,결빙 서리,결빙 눈 신적설 적설,ぅ1430-ぅゎ1500-1625. ぅ1740-ぅゎ1800-ぅゎ2100-ぅゎ2400-
